target,feature,positive_count,negative_count,positive_mean,negative_mean,positive_median,negative_median,mean_diff,cohen_d,abs_cohen_d,horizon_frames
is_observed_division,SOLIDITY,43,2160,0.9549390555430469,0.9739608142105323,0.9607840851221106,0.9790404784077741,-0.019021758667485344,-1.3019926628138532,1.3019926628138532,
is_observed_division,shape_r_norm_005,43,2160,1.1149247427946432,1.083258283151964,1.1147489249706268,1.08433536312929,0.03166645964267922,0.5173390588973257,0.5173390588973257,
is_observed_division,shape_r_norm_027,43,2160,1.112053775887519,1.081637597689028,1.0998663306236267,1.0830559105407902,0.030416178198491073,0.5060573866326918,0.5060573866326918,
is_observed_division,shape_r_norm_026,43,2160,1.0649818273300014,1.035815282232104,1.059895888755196,1.0425201039273349,0.02916654509789729,0.4820772146483739,0.4820772146483739,
is_observed_division,shape_r_norm_006,43,2160,1.0620179073986795,1.0371978574370346,1.0688758343458176,1.0442863702774048,0.024820049961644886,0.4181503063054187,0.4181503063054187,
is_observed_division,shape_r_norm_038,43,2160,1.0625177583763517,1.0365589097413472,1.0629218816757202,1.043632759058026,0.025958848635004417,0.41557253506251557,0.41557253506251557,
is_observed_division,shape_contour_centroid_dy,43,2160,2.01848554670517e-06,7.869258130597586e-08,1.0580758898016468e-06,1.0563161453974623e-07,1.939792965399194e-06,0.40059766041227507,0.40059766041227507,
is_observed_division,shape_r_norm_037,43,2160,1.1074196547290371,1.0827057034283887,1.1071137547492982,1.0828012700487928,0.024713951300648462,0.38950023885562246,0.38950023885562246,
is_observed_division,shape_r_norm_028,43,2160,1.152538700495315,1.1266971332646836,1.156643311182658,1.124229932703623,0.025841567230631357,0.364269165701614,0.364269165701614,
is_observed_division,shape_r_norm_004,43,2160,1.154915891283319,1.1284834514004443,1.1565523386001586,1.1239082626998425,0.026432439882874803,0.35740595406397496,0.35740595406397496,
is_observed_division,shape_r_norm_039,43,2160,1.015152532953516,0.9919474460701253,1.0145051858641885,1.0041614189380552,0.023205086883390735,0.34349225471294165,0.34349225471294165,
is_observed_division,shape_r_norm_017,43,2160,0.7669180505757163,0.7975616081204107,0.7928193569183349,0.8079824922261415,-0.03064355754469439,-0.2933040526328628,0.2933040526328628,
is_observed_division,ELLIPSE_MINOR,43,2160,9.728782671771238,10.48687483311731,9.76687689685345,10.878215233985463,-0.758092161346072,-0.2856773515490134,0.2856773515490134,
is_observed_division,shape_r_norm_016,43,2160,0.7656869654248472,0.7948004765544765,0.7822762727737427,0.8054954734275012,-0.029113511129629344,-0.27865417033030865,0.27865417033030865,
is_observed_division,shape_r_norm_018,43,2160,0.7761524677287679,0.804843764171521,0.7986926490610297,0.8146378038587367,-0.028691296442753145,-0.27663516190847226,0.27663516190847226,
is_observed_division,AREA,43,2160,449.6888249832073,506.198620826054,408.4375,547.3658536585366,-56.5097958428467,-0.2732010352879185,0.2732010352879185,
is_observed_division,shape_r_norm_015,43,2160,0.7697506029586121,0.796792142824445,0.7804062843322754,0.807129489201488,-0.02704153986583291,-0.25960864642205067,0.25960864642205067,
is_observed_division,shape_r_norm_019,43,2160,0.7912013971876741,0.8167648584178746,0.8121166601777077,0.8278780935741052,-0.02556346123020048,-0.2509567765875233,0.2509567765875233,
is_observed_division,CIRCULARITY,43,2160,0.8158639447088065,0.8374106735076672,0.8225097096943175,0.8595176032121541,-0.02154672879886066,-0.25019362400150147,0.25019362400150147,
is_observed_division,shape_mean_radius,43,2160,11.399227217926091,12.119598795372687,11.216510772705078,12.96668260853465,-0.7203715774465955,-0.2419307148727896,0.2419307148727896,
is_observed_division,shape_r_norm_025,43,2160,1.007745440698817,0.9917734457580416,1.0122027695178986,1.0048621426963547,0.015971994940775502,0.23805528845520518,0.23805528845520518,
is_observed_division,RADIUS,43,2160,11.637438036833904,12.31632944409844,11.33975760611198,13.183823705694294,-0.6788914072645351,-0.23077911887817945,0.23077911887817945,
is_observed_division,shape_r_norm_020,43,2160,0.8120518020599409,0.8332774384486933,0.8106604367494583,0.8455978694714998,-0.02122563638875241,-0.21480271238513152,0.21480271238513152,
is_observed_division,ELLIPSE_MAJOR,43,2160,14.725744256760668,15.44606743606869,13.896850701616707,16.131195871913768,-0.7203231793080214,-0.2130122578777754,0.2130122578777754,
is_observed_division,shape_r_norm_007,43,2160,1.0066336552912212,0.9927190795686693,1.0181071758270264,1.0046063179104794,0.013914575722551836,0.2125525822252317,0.2125525822252317,
is_observed_division,shape_r_norm_040,43,2160,0.9666138873051753,0.950832140188371,0.9719456054947593,0.9672659759720166,0.015781747116804246,0.21042576301046756,0.21042576301046756,
is_observed_division,shape_r_norm_056,43,2160,0.9364808055506891,0.9515708464959718,0.9599102520280414,0.9685379659257284,-0.015090040945282657,-0.2006396072282697,0.2006396072282697,
is_observed_division,shape_r_norm_055,43,2160,0.8979484887874826,0.9139900446993553,0.9195591373877092,0.9340157894099631,-0.01604155591187273,-0.1933692358678496,0.1933692358678496,
is_observed_division,shape_r_norm_014,43,2160,0.7842045800646691,0.8038330756588067,0.785308301448822,0.8143957892387379,-0.019628495594137596,-0.19025345541345687,0.19025345541345687,
is_observed_division,shape_r_norm_021,43,2160,0.8385483504915692,0.8550228810542497,0.8430218935012818,0.8674351529377262,-0.016474530562680556,-0.17394409760211355,0.17394409760211355,
is_observed_division,shape_r_norm_054,43,2160,0.8660684136038442,0.8812647546924111,0.883741706609726,0.9001557456284035,-0.015196341088566823,-0.16933608408355974,0.16933608408355974,
is_observed_division,PERIMETER,43,2160,81.18181770203846,84.20937034884317,77.28725790675632,89.4530395397168,-3.0275526468047076,-0.1649258905420826,0.1649258905420826,
is_observed_division,shape_r_norm_046,43,2160,0.7859450054904056,0.8029777091914685,0.7882793247699738,0.8172944273267473,-0.017032703701062912,-0.16411486267645958,0.16411486267645958,
is_observed_division,shape_r_norm_036,43,2160,1.1409907369198324,1.1290252497595235,1.1446086764335632,1.1225006280799272,0.011965487160308985,0.16241804652215586,0.16241804652215586,
is_observed_division,shape_r_norm_047,43,2160,0.7789011158966815,0.7959666444868913,0.7841834723949432,0.810419212027294,-0.01706552859020971,-0.16223907930271478,0.16223907930271478,
is_observed_division,shape_r_norm_003,43,2160,1.185382367413068,1.169691589077415,1.1852462530136108,1.1578765018037989,0.0156907783356528,0.16017045796800702,0.16017045796800702,
is_observed_division,shape_r_norm_029,43,2160,1.1817309501054023,1.16809427105992,1.1875323454538982,1.1586650520563126,0.01363667904548227,0.1446577379193672,0.1446577379193672,
is_observed_division,shape_r_norm_013,43,2160,0.8013293479142872,0.8157333862090388,0.8142757415771484,0.8280371366962185,-0.014404038294751564,-0.14220129349270022,0.14220129349270022,
is_observed_division,shape_r_norm_041,43,2160,0.9249429710755379,0.913623993399204,0.9350055158138275,0.9316854280669515,0.011318977676333941,0.13711910143915143,0.13711910143915143,
is_observed_division,shape_r_norm_048,43,2160,0.7803634262504862,0.7938195475477612,0.8039472103118896,0.8078299589273406,-0.013456121297275025,-0.12692411736885603,0.12692411736885603,
is_observed_division,shape_r_norm_059,43,2160,1.0920194525901175,1.0838851198113755,1.08539979159832,1.0847761563609815,0.008134332778741982,0.1268555910688767,0.1268555910688767,
is_observed_division,shape_radius_cv,43,2160,0.18627495871472047,0.1748540768618474,0.1656465483813185,0.1574108012080953,0.011420881852873072,0.12459962234650308,0.12459962234650308,
is_observed_division,shape_contour_centroid_dx,43,2160,4.352230365086592e-07,-1.212122049296181e-07,-1.92718328245426e-07,2.3094323683783403e-08,5.564352414382773e-07,0.11847640009857481,0.11847640009857481,
is_observed_division,shape_r_norm_053,43,2160,0.8424530460781249,0.8536967345285545,0.8558738231658936,0.8710215185082205,-0.011243688450429667,-0.1182011216948481,0.1182011216948481,
is_observed_division,shape_reconstruction_area_ratio,43,2160,0.9995339378240462,0.9998104658505962,0.9999942997779593,0.9999936207968001,-0.00027652802654998254,-0.11790720906784741,0.11790720906784741,
is_observed_division,shape_r_norm_024,43,2160,0.9594846584468484,0.950908653905238,0.9633501420418421,0.9675825381182074,0.008576004541610338,0.11442667125345454,0.11442667125345454,
is_observed_division,shape_r_norm_062,43,2160,1.1887615306072492,1.2018330603803482,1.1813126368956133,1.180123829986991,-0.013071529773099,-0.10707170211770706,0.10707170211770706,
is_observed_division,shape_r_norm_045,43,2160,0.8038755713749587,0.8147225177558427,0.8113993243737654,0.8298263582756848,-0.010846946380884015,-0.10691694317014863,0.10691694317014863,
is_observed_division,shape_r_norm_033,43,2160,1.2092839754072389,1.2252006930637767,1.202774703502655,1.1954693330540034,-0.015916717656537793,-0.1062128663390439,0.1062128663390439,
is_observed_division,shape_r_norm_022,43,2160,0.8723939303462281,0.8818467386504362,0.874640221397082,0.8977151714810512,-0.009452808304208027,-0.1057677010161224,0.1057677010161224,
is_observed_division,shape_r_norm_032,43,2160,1.2155464399830065,1.231919997752862,1.2109881440798442,1.2017587277947404,-0.016373557769855607,-0.10324693153094006,0.10324693153094006,
is_observed_division,shape_r_norm_050,43,2160,0.7925538515101016,0.8033458801779887,0.8221270062706687,0.8168800931151321,-0.010792028667887088,-0.10293081424085157,0.10293081424085157,
is_observed_division,shape_r_norm_063,43,2160,1.2089119555858772,1.2237115099789468,1.1887671947479248,1.1951976442724708,-0.01479955439306968,-0.10157445307805713,0.10157445307805713,
is_observed_division,shape_r_norm_051,43,2160,0.8053004845624074,0.815194945169503,0.8249863584836324,0.8306935555566617,-0.009894460607095534,-0.09622143915963652,0.09622143915963652,
is_observed_division,shape_r_norm_000,43,2160,1.2172148235720361,1.2315661464384295,1.1916877508163453,1.1988920171517128,-0.014351322866393401,-0.09172765859049617,0.09172765859049617,
is_observed_division,shape_r_norm_052,43,2160,0.8229436921956963,0.8317478416620674,0.8322319280017506,0.84765002819208,-0.008804149466371092,-0.08851066782298582,0.08851066782298582,
is_observed_division,shape_r_norm_034,43,2160,1.193363833118431,1.2046245309163919,1.1897963540894645,1.1829284066107215,-0.011260697797960795,-0.0884960326037653,0.0884960326037653,
is_observed_division,shape_r_norm_031,43,2160,1.210714023990469,1.223764519993643,1.2051159540812175,1.1973663815637914,-0.013050496003174095,-0.08696840667489479,0.08696840667489479,
is_observed_division,shape_r_norm_008,43,2160,0.9575569798907332,0.9512662516069003,0.978487640619278,0.9690163786474026,0.006290728283832925,0.08475025634270268,0.08475025634270268,
is_observed_division,shape_r_norm_042,43,2160,0.8882768058297384,0.8810340613723507,0.8907868049361489,0.8983096583202546,0.0072427444573877064,0.08171825199224092,0.08171825199224092,
is_observed_division,shape_r_norm_049,43,2160,0.7876851766407585,0.7963309496225836,0.8204196393489838,0.810734238398679,-0.008645772981825006,-0.08165601016623202,0.08165601016623202,
is_observed_division,shape_r_norm_009,43,2160,0.9206937649959684,0.914333918698244,0.944671630859375,0.9333988378445308,0.0063598462977244585,0.07721575778188373,0.07721575778188373,
is_observed_division,shape_r_norm_012,43,2160,0.8258997030088792,0.8326719716873991,0.8419936746358871,0.847342545242329,-0.006772268678519988,-0.06889283783947771,0.06889283783947771,
is_observed_division,shape_r_norm_061,43,2160,1.1631206239662053,1.1692118910665605,1.1615001179955222,1.1563696177994334,-0.0060912671003552354,-0.062478148477639814,0.062478148477639814,
is_observed_division,shape_r_norm_057,43,2160,0.9893408362502779,0.9933858781585411,0.9963424106438955,1.0059257629441052,-0.004045041908263158,-0.05961839883220058,0.05961839883220058,
is_observed_division,shape_r_norm_002,43,2160,1.2094212503148074,1.20326616489391,1.186005711555481,1.1812128652402056,0.006155085420897377,0.04847835170900356,0.04847835170900356,
is_observed_division,shape_r_norm_060,43,2160,1.1321088451140708,1.12871896148955,1.1248173605312,1.1221645938980078,0.003389883624520751,0.04481811669816538,0.04481811669816538,
is_observed_division,ELLIPSE_ASPECTRATIO,43,2160,1.5510362032415352,1.5357772113044785,1.5352836715065155,1.4648306836673899,0.01525899193705671,0.043282534446215326,0.043282534446215326,
is_observed_division,shape_r_norm_044,43,2160,0.827543282656437,0.831466305983912,0.8288350972262296,0.8462244524405553,-0.0039230233274750725,-0.0399660686533777,0.0399660686533777,
is_observed_division,shape_r_norm_001,43,2160,1.2183735478652264,1.224106678005813,1.1877673214132136,1.194346654705885,-0.005733130140586518,-0.03857453745926844,0.03857453745926844,
