bce_pos_weight,eval_threshold,train_final_loss,train_intermediate_loss,train_loss,val_rollout_dice,val_rollout_iou,val_rollout_one_step_mse,val_rollout_population_mass_error,val_rollout_precision,val_rollout_recall,val_rollout_rollout_mse
2.0,0.45,0.29579616220373856,0.3758343620258465,0.4842541761565627,0.796458457907041,0.6668307168616189,0.006633211768025326,0.3546994552016258,0.7119931131601334,0.9059358984231949,0.0133321468019858
2.0,0.5,0.29579616220373856,0.3758343620258465,0.4842541761565627,0.7907854732539918,0.6591830104589462,0.006633211768025326,0.3546994552016258,0.7028526597552829,0.90650285118156,0.0133321468019858
2.0,0.55,0.29579616220373856,0.3758343620258465,0.4842541761565627,0.7823262396785948,0.6477824797232946,0.006633211768025326,0.3546994552016258,0.6893265578481886,0.90748373998536,0.0133321468019858
2.0,0.6,0.29579616220373856,0.3758343620258465,0.4842541761565627,0.774849663178126,0.6378064999977747,0.006633211768025326,0.3546994552016258,0.6781565729114745,0.9075019127792783,0.0133321468019858
2.0,0.65,0.29579616220373856,0.3758343620258465,0.4842541761565627,0.7682974884907404,0.6292130202054977,0.006633211768025326,0.3546994552016258,0.6698638962374793,0.9051352308856117,0.0133321468019858
2.0,0.7,0.29579616220373856,0.3758343620258465,0.4842541761565627,0.7635930428902308,0.6231260564592149,0.006633211768025326,0.3546994552016258,0.6653487119409773,0.9012977265649371,0.0133321468019858
3.0,0.45,0.33135471898212765,0.40270972147322537,0.5332593316571754,0.7716052532196045,0.6330761164426804,0.008503053285595443,0.5018348023295403,0.6615513232019212,0.9296318375402026,0.016303009767499235
3.0,0.5,0.33135471898212765,0.40270972147322537,0.5332593316571754,0.7655879292223189,0.6252854549222522,0.008503053285595443,0.5018348023295403,0.6532379107342826,0.9290350079536438,0.016303009767499235
3.0,0.55,0.33135471898212765,0.40270972147322537,0.5332593316571754,0.7571043405267928,0.6143480588992437,0.008503053285595443,0.5018348023295403,0.6412908054060407,0.9289073745409647,0.016303009767499235
3.0,0.6,0.33135471898212765,0.40270972147322537,0.5332593316571754,0.7502851651774513,0.6056968122720718,0.008503053285595443,0.5018348023295403,0.6321230613523059,0.9283819281392627,0.016303009767499235
3.0,0.65,0.33135471898212765,0.40270972147322537,0.5332593316571754,0.7446361051665412,0.5986340045928955,0.008503053285595443,0.5018348023295403,0.6254661397801505,0.9261534164349238,0.016303009767499235
3.0,0.7,0.33135471898212765,0.40270972147322537,0.5332593316571754,0.7411296235190498,0.5943788521819644,0.008503053285595443,0.5018348023295403,0.6224658687909445,0.9227978206343121,0.016303009767499235
4.0,0.45,0.3615974684556325,0.42646017879770515,0.5753639685480219,0.7499050713247724,0.605200555589464,0.010604714845410652,0.5989780243900087,0.6278365436527464,0.9365045660071902,0.019116878393106163
4.0,0.5,0.3615974684556325,0.42646017879770515,0.5753639685480219,0.7443131175306108,0.5982449501752853,0.010604714845410652,0.5989780243900087,0.6204262011580997,0.9360968536800809,0.019116878393106163
4.0,0.55,0.3615974684556325,0.42646017879770515,0.5753639685480219,0.7361946271525489,0.5881009813812044,0.010604714845410652,0.5989780243900087,0.6094917953014374,0.9359965473413467,0.019116878393106163
4.0,0.6,0.3615974684556325,0.42646017879770515,0.5753639685480219,0.7298285812139511,0.5803173879782358,0.010604714845410652,0.5989780243900087,0.6012948254744211,0.9355428450637393,0.019116878393106163
4.0,0.65,0.3615974684556325,0.42646017879770515,0.5753639685480219,0.7249689350525538,0.5745285741157002,0.010604714845410652,0.5989780243900087,0.5958581186003156,0.9334438095490137,0.019116878393106163
4.0,0.7,0.3615974684556325,0.42646017879770515,0.5753639685480219,0.722668813334571,0.5719110551807616,0.010604714845410652,0.5989780243900087,0.5942302429013782,0.9306273311376572,0.019116878393106163
6.0,0.45,0.4133785889859785,0.4681203347026256,0.6480034966217844,0.7240909917487038,0.5728562126557032,0.015327861196258001,0.7064867234892316,0.5928035544024574,0.9352169185876846,0.023168535825485986
6.0,0.5,0.4133785889859785,0.4681203347026256,0.6480034966217844,0.7178588940037621,0.565343995889028,0.015327861196258001,0.7064867234892316,0.5845365275939306,0.935616155465444,0.023168535825485986
6.0,0.55,0.4133785889859785,0.4681203347026256,0.6480034966217844,0.7084728644953834,0.5540714917911423,0.015327861196258001,0.7064867234892316,0.572349703974194,0.9358276724815369,0.023168535825485986
6.0,0.6,0.4133785889859785,0.4681203347026256,0.6480034966217844,0.7010538544919755,0.5453279374374284,0.015327861196258001,0.7064867234892316,0.5628994057575861,0.9361612515317069,0.023168535825485986
6.0,0.65,0.4133785889859785,0.4681203347026256,0.6480034966217844,0.6952960656748878,0.5387348830699921,0.015327861196258001,0.7064867234892316,0.5562075343396928,0.9350496116611693,0.023168535825485986
6.0,0.7,0.4133785889859785,0.4681203347026256,0.6480034966217844,0.6921180900600221,0.5352660988767942,0.015327861196258001,0.7064867234892316,0.5530200791027811,0.9335796932379404,0.023168535825485986
